pod_name,namespace,cpu_request,cpu_limit,memory_request,memory_limit,cpu_usage,memory_usage,node_name,pod_status,restart_count,uptime_seconds,deployment_strategy,scaling_policy,network_bandwidth_usage
pod_896,kube-system,0.7105519061810847,2.621790180949577,2846.1297191725457,6008.349415146785,0.39568377947919364,4914.147841929881,node_9,Pending,9,26761,RollingUpdate,Auto,5.8185706027105155
pod_897,kube-system,0.7160088581518483,0.6433041335988661,1540.7585975775694,7745.146429515192,1.2804664448776264,5222.800488444385,node_44,Pending,0,59838,RollingUpdate,Auto,313.13902491425847
pod_898,kube-system,0.49610573445442174,3.5925253990679353,189.98284827307918,3854.612788175413,2.77964543208699,4481.203000733679,node_46,Pending,8,8236,RollingUpdate,Auto,730.4145601138214
pod_899,dev,0.41391385470730313,2.286525799870377,1314.1392599022072,4945.95051031714,0.09797126920608168,7495.355265418982,node_46,Pending,1,30310,Recreate,Manual,24.799077057591322
pod_900,prod,0.3081675250468564,1.6924077817947802,2728.304083652616,7868.14889101443,0.9339127298992196,4622.4772260605805,node_14,Running,6,27283,Recreate,Auto,64.58925824448613
pod_901,kube-system,1.9946539767460247,3.103470042177405,1971.29602354615,3035.6340196958163,3.2062489841554878,7914.822015541903,node_35,Failed,3,550,RollingUpdate,Auto,344.01277852688094
pod_902,prod,0.35592373540325895,3.6126420081699058,1742.7130857129757,521.1104546901518,0.7789394388780408,2620.755008594744,node_13,Pending,0,17643,Recreate,Manual,856.0626920086154
pod_903,dev,0.40589153948424295,3.5424557818713853,1070.4313996478636,5436.69397810693,3.9085768090116058,5146.468291424476,node_36,Succeeded,8,38786,RollingUpdate,Auto,674.9312952646819
pod_904,prod,1.2943052238982675,1.0077060926573767,193.5314037316557,3766.52265266284,3.295827714798992,4213.123545552126,node_29,Unknown,3,20628,RollingUpdate,Auto,23.085926324747376
pod_905,kube-system,1.7389209833717096,1.6030046101474984,1054.9875566004266,1492.406186311693,2.6653105484094146,1613.1340097402772,node_29,Failed,8,56402,RollingUpdate,Manual,824.5234363907642
pod_906,kube-system,0.8834309686039594,3.1232290509744427,2296.6434919830763,3904.2770445888955,3.353395410710848,6993.1439706895,node_45,Succeeded,1,81236,RollingUpdate,Auto,997.5522570793644
pod_907,prod,0.10071298622403818,0.957147414813763,433.74096857159867,3945.3905275036363,0.549697066958263,2960.601691258641,node_38,Pending,6,69531,Recreate,Auto,782.5026353528585
pod_908,default,1.8958372485613946,3.8108818924700625,4021.8305211428046,4839.353254919756,1.8767322195844174,3229.05115119169,node_13,Succeeded,1,73794,Recreate,Manual,116.35540346020434
pod_909,prod,0.9404874984887566,2.2430476032513162,2570.89839814423,2136.8560522991456,3.3908547474177233,7896.759815970325,node_13,Succeeded,7,12926,RollingUpdate,Auto,57.49463224240847
pod_910,prod,0.8224167380337348,2.064496908439309,1664.3484199343625,6265.045848211866,0.7362872319557052,7841.903509295409,node_11,Unknown,4,73446,Recreate,Auto,378.51846499693784
pod_911,kube-system,1.4646837663350676,1.7904949093099372,889.1777966020163,5098.7801252236095,0.2490143397957394,6050.754271448513,node_31,Unknown,9,97534,Recreate,Auto,363.66829452800664
pod_912,kube-system,0.3946671102760997,2.06172664304838,3673.3592500140912,7459.197289300846,0.7400406774417041,116.09852907635741,node_46,Pending,5,91866,RollingUpdate,Auto,959.2201987111588
pod_913,prod,0.2609652769135312,0.8689755834507675,3556.29836854244,4313.858039166856,2.494001077609995,4532.422304027066,node_25,Pending,0,49699,Recreate,Manual,718.743393387166
pod_914,dev,1.2514254636176774,2.29845903433646,3072.565128382544,1444.6720089021987,3.8534255114280933,5420.281694877292,node_3,Running,0,47446,RollingUpdate,Auto,399.74344885157643
pod_915,dev,0.431553117599096,0.579387160829818,3283.0234880759217,2673.578144555704,2.4073770031743686,8087.09368304713,node_31,Pending,2,48331,Recreate,Manual,55.88722496428533
pod_916,default,0.8933851428806078,3.2927273395813543,2218.4794853071517,6085.789040621211,1.1733390840344962,4133.34955826704,node_33,Unknown,3,35244,RollingUpdate,Auto,989.2631910888636
pod_917,prod,1.6044834563385353,2.149105099013732,2811.629162051264,7934.6494470870675,1.2174015531578464,5678.773902344925,node_8,Unknown,9,26133,RollingUpdate,Auto,334.92457028331
pod_918,dev,0.3997009176956329,1.8442560034205506,1621.833993998746,535.9269527103265,3.352831754384358,7784.001979525053,node_18,Failed,6,24754,Recreate,Auto,681.441582081238
pod_919,kube-system,0.7421995009623695,2.953412168784748,1115.4733490593517,5653.307236521629,0.29059612950239355,2957.3117327331065,node_2,Pending,8,43456,RollingUpdate,Auto,4.987824446404443
pod_920,prod,1.3593754782811542,3.3875858535591283,2353.9563829250196,3107.4688766772147,3.4659683018322,7588.080001646786,node_45,Running,6,31921,Recreate,Manual,599.8970330584116
pod_921,kube-system,0.20727761488517388,3.4106471186691873,3687.3249742273188,5121.265684388417,3.3987040325798987,3469.757580726018,node_9,Succeeded,4,53130,Recreate,Auto,14.284048100923652
pod_922,default,0.2492364916437963,2.125958551979997,173.5929870455838,5166.2965015566415,2.6032909112611833,6401.200824903735,node_7,Pending,3,19176,RollingUpdate,Manual,757.3474680960749
pod_923,kube-system,1.7227513081596255,1.8912190752877494,828.5368994540394,7178.788275029939,2.2022693434003706,7642.659357995009,node_34,Running,1,9151,Recreate,Auto,838.7903685205288
pod_924,kube-system,0.3690988208803633,1.2845584425920162,800.8846913958582,3388.6253280933875,2.9194344586243433,3185.8505245412525,node_3,Unknown,2,51923,Recreate,Manual,951.3234197176685
pod_925,kube-system,0.4627279498062098,1.6199427505667952,3748.5124024888164,5792.43577549042,2.816549301227865,611.3118091827391,node_28,Running,2,73419,Recreate,Auto,26.781595067909336
pod_926,kube-system,1.0381865068372607,2.9004404533017216,2229.668102071944,2013.1089987292803,3.3971967837415935,2085.0322708643544,node_13,Succeeded,3,26559,RollingUpdate,Auto,246.30263725893263
pod_927,kube-system,1.0785831360851694,1.3704844665154021,904.8380577037009,2237.866177628509,0.6495481449584299,841.9256947965832,node_37,Unknown,7,84054,Recreate,Auto,714.392370119562
pod_928,kube-system,0.7112938599065567,0.5500192829445896,677.2952205237928,2785.186483658398,2.848922135488118,593.7713112287938,node_47,Succeeded,0,85981,RollingUpdate,Auto,367.0448986022806
pod_929,kube-system,0.7673981672042458,1.8188456745840949,1789.7704075572578,6049.2068484001165,0.3937689642432134,2172.9313843246273,node_22,Failed,4,85792,RollingUpdate,Manual,960.990811681761
pod_930,dev,0.41362102787113797,3.4623841598962946,1219.8248679000742,5251.628165168989,3.8336281705632085,7891.85395786524,node_14,Running,6,16746,RollingUpdate,Auto,523.7162894341435
pod_931,prod,0.15190946369750627,3.8895257943733195,2535.7550404514873,6658.538480864266,1.3781719551251999,2279.174792065888,node_16,Pending,3,43130,Recreate,Manual,982.8126274086824
pod_932,dev,0.4767055800710618,0.6673024485993453,3277.438516587465,1285.4239912359812,0.7969586844119827,4693.767367652548,node_20,Succeeded,7,82927,RollingUpdate,Manual,242.18254644403336
pod_933,dev,0.21029295749767885,1.9664320705893188,2219.6617862693797,7474.549721354008,1.3730856563602871,8138.9895886709255,node_27,Pending,5,45613,RollingUpdate,Auto,859.9230055846942
pod_934,kube-system,0.3686381997261624,2.3493095352458653,3547.7040904437736,4315.174996655063,3.024069881058298,34.46526084364632,node_13,Running,8,91612,Recreate,Manual,83.12141359997638
pod_935,prod,0.8873314360780646,0.7800444571230755,2443.7160892410607,5633.11004980477,2.201877046044721,3382.213735004584,node_10,Running,0,70890,Recreate,Auto,704.1844855198906
pod_936,default,1.3752695217587732,2.147617444177647,821.8984704698298,7418.43477676311,0.6354036577311524,5711.697123150203,node_46,Unknown,7,87771,Recreate,Auto,614.8768776271158
pod_937,dev,1.364298633963809,2.0393060498689954,2728.7990761360948,4757.4460578354165,1.0763031223386927,6778.11454773283,node_0,Succeeded,4,48092,RollingUpdate,Auto,735.5608641557272
pod_938,dev,0.47087087788440096,2.3299081194585307,2363.1698607071144,688.097629836199,2.7343365946251983,3126.2716595478214,node_45,Pending,3,66751,RollingUpdate,Auto,514.1053896945696
pod_939,default,0.8467220045200248,1.7068481561687507,3508.446400964992,8174.268674536916,2.53496949285406,106.29046999930961,node_14,Pending,4,18877,RollingUpdate,Manual,914.8250987758911
pod_940,prod,0.41696712470373754,1.195642709927436,2872.514415803072,2935.1526540583886,2.9917816074366974,7693.423623008365,node_17,Succeeded,5,11812,Recreate,Auto,519.3592999965392
pod_941,default,1.7394603762618732,1.6474807818268837,1630.3971955141174,5154.493761155837,0.33548198021249354,614.9770549298937,node_40,Unknown,9,38169,RollingUpdate,Manual,1.219518314516943
pod_942,default,0.6829778135759151,3.280267549704708,2364.0362409779887,7168.484428525555,1.2950507554407618,2295.303495110348,node_21,Failed,9,18958,RollingUpdate,Auto,247.4163625127479
pod_943,dev,0.28228407133400535,0.8607203623958777,1586.506205734669,5021.372338061421,1.6039886750644108,506.50159804943814,node_40,Failed,0,15675,RollingUpdate,Manual,779.1695273091008
pod_944,dev,1.2624304772943788,2.5934134256941843,3305.9598094734342,3024.196968180515,2.5760036526683794,4566.042684012252,node_33,Failed,6,56418,Recreate,Manual,218.92763095338307
pod_945,dev,1.0537519833102018,1.0717807681812164,422.21775940470536,3366.977175048605,0.8128341587942782,2173.6784736784575,node_37,Pending,3,49398,Recreate,Auto,745.4690708599078
pod_946,prod,0.19721272866009612,1.2711161532343103,3344.20107799364,796.7436435341995,2.1444575352862176,6884.916483205218,node_44,Running,2,38586,Recreate,Manual,954.8929808040826
pod_947,prod,0.6237387657800975,2.6187822025136285,2714.26196458167,3918.8614872743638,1.6271469676768562,3114.519859264219,node_30,Unknown,2,14834,Recreate,Manual,378.8110685647723
pod_948,prod,1.871940149128356,0.7638616892803585,851.0100782953427,3529.7714000010264,0.37957996476916467,6809.011244614502,node_19,Succeeded,2,2298,Recreate,Auto,823.0719097146427
pod_949,prod,1.9171237283577645,0.5084534886309618,1642.8217777336724,5196.142353005323,3.650975779184966,164.96698079416728,node_23,Running,6,1021,Recreate,Auto,47.127526709021204
pod_950,dev,0.5282106460012108,2.478151333172735,217.4724814356362,603.0975126500995,2.8902886000443533,7850.154917575777,node_22,Failed,9,48749,Recreate,Manual,773.9540192564516
pod_951,default,0.19102855135738425,2.1359991110896077,1053.999123408967,6412.885053745361,1.778557467806292,2606.6044613842205,node_19,Succeeded,8,33057,Recreate,Auto,331.62211280987873
pod_952,dev,1.3268265710259555,2.630337280571002,1669.7098339502604,3775.1431788236,2.195059122008313,5700.912568507064,node_37,Running,6,77694,RollingUpdate,Manual,564.8891452453906
pod_953,default,1.8363617368999954,1.287665748848491,782.4418624983672,4988.275070535883,2.1879821730653575,1413.948949426478,node_7,Succeeded,0,65002,Recreate,Manual,93.93896277096326
pod_954,prod,0.2782762275034914,3.7240438930907986,1015.8595373531383,4694.185430020884,0.8725434968508834,4395.516203723488,node_42,Pending,4,7276,RollingUpdate,Auto,745.969476868442
pod_955,dev,1.739068489042997,1.8536055599459071,2086.4084867201173,4366.172294120543,0.7348781088183927,7228.770332880492,node_7,Running,7,60148,RollingUpdate,Manual,906.2930057372467
pod_956,prod,1.4345970776297374,3.4264741321785253,2758.89527902619,7605.641953303705,2.576889501580395,2842.255873866251,node_43,Unknown,3,6562,Recreate,Auto,329.10083888894235
pod_957,kube-system,1.816619055728125,3.7210908073879496,3956.224997921708,318.2894982259746,3.3873516932884105,1959.715149574994,node_36,Unknown,1,82357,RollingUpdate,Manual,503.62265595122324
pod_958,kube-system,1.7931843218761676,3.655725181888269,1405.096749994349,2966.160545580209,1.9965646056817592,354.50645522025025,node_37,Running,4,96652,RollingUpdate,Manual,57.6004507351493
pod_959,default,1.3109213500892556,2.697439449416463,3833.063268272073,3078.9627777640335,0.6088527444501537,7638.878474262795,node_14,Failed,0,54325,RollingUpdate,Auto,234.99416590904232
pod_960,kube-system,1.9702957185341472,2.4355789827752394,1233.4830173898222,1049.299622517956,3.7108699819092004,113.07478370768513,node_49,Unknown,5,29475,RollingUpdate,Manual,946.8665642361007
pod_961,kube-system,0.7815129254940935,2.864713810354383,2851.3654830118535,3654.055367817336,3.096046181573734,2695.06693578055,node_10,Running,0,35554,Recreate,Auto,799.8739245987048
pod_962,default,1.6300933063989813,2.2687246202548668,617.2322690752198,6367.71569180923,1.699650734757773,5633.114042234894,node_4,Pending,2,47361,Recreate,Manual,699.0743004657716
pod_963,prod,0.22978654366343265,2.6486045500749036,2268.0887833360925,1062.9842540110783,2.9683012538390363,2767.9305922121794,node_18,Failed,6,50213,Recreate,Manual,673.4433930870623
pod_964,dev,0.41308247322807845,0.944269711920795,3194.5704214803523,6373.483059851182,0.8930654462530585,6871.149630641045,node_11,Succeeded,8,41711,Recreate,Auto,98.37458284975098
pod_965,prod,0.3253623035110478,0.7255386842609,260.9959805780097,6820.042325367334,2.700280520231817,6565.255653653899,node_3,Failed,1,47617,RollingUpdate,Auto,850.008439000489
pod_966,kube-system,1.85311579088857,3.7952631331902875,3763.8426321256115,7827.228528005703,2.5792007224849223,1753.237767911647,node_21,Unknown,6,20593,Recreate,Manual,750.7754422664711
pod_967,dev,0.9184720892052382,2.2577978034879997,2398.2732090085315,1002.9541108624567,3.1787538669349447,820.7951256617616,node_31,Running,0,49405,RollingUpdate,Manual,249.0992926482144
pod_968,default,1.6041360282987787,3.4588754465594262,2498.789525480819,1695.0684636349094,0.2795048089446217,6331.009377589908,node_49,Unknown,8,57597,RollingUpdate,Manual,530.2754918472975
pod_969,default,1.420673152549204,2.208970842046731,2413.175296389712,6404.8949491271915,0.6494065523645491,1098.8153073601025,node_48,Unknown,3,10493,Recreate,Manual,830.2180469863313
pod_970,default,0.523094119984664,3.0692961731313786,3788.301999568536,5127.5215833217935,3.5118936665459164,2844.193544756831,node_11,Running,0,79969,RollingUpdate,Auto,277.8442670365301
pod_971,kube-system,0.7258229609398494,3.568819138209264,1476.8438105236903,1646.3490171200178,3.442133680292522,4379.780981798553,node_1,Failed,1,80960,Recreate,Auto,122.46884488370947
pod_972,kube-system,1.9341938692007388,0.5706667956527565,2381.738371380979,3086.5962122419173,0.6213329349065977,540.9740396407478,node_48,Succeeded,1,96208,RollingUpdate,Manual,262.8180415849815
pod_973,dev,0.3111632958721588,3.4573485073771035,1696.581105392783,1133.8958882803154,3.0056465940261883,4847.969500564422,node_29,Unknown,3,54882,Recreate,Auto,58.14297639554056
pod_974,dev,0.17557804659777876,3.586806028503354,3728.5729959933765,2802.7969274875813,0.5180694298398132,5638.059833364581,node_38,Succeeded,9,49283,RollingUpdate,Auto,831.0519779150447
pod_975,default,1.680246784680857,3.1627142795588883,1944.0938803267525,4520.436776294795,2.8962070695442375,7124.946910153005,node_44,Failed,8,46212,Recreate,Auto,22.705724852878472
pod_976,default,1.0874869266700686,0.5482562786995581,3617.139626219468,7979.664604753026,3.8232817934685164,3121.865647278112,node_30,Failed,5,15931,RollingUpdate,Auto,470.7022353353914
pod_977,kube-system,0.263644958748947,2.9949356121660524,468.08397373801523,1269.4144150988411,3.869923011595019,5887.7009016148895,node_35,Running,0,72810,Recreate,Manual,461.5126799875375
pod_978,dev,1.6292586927990351,1.678810496889194,1004.538537987417,3902.138165074307,2.86608026516403,4266.958543571173,node_39,Failed,5,8223,Recreate,Manual,342.40966361003854
pod_979,prod,0.8949626802901542,1.279940125247012,3441.7686776303863,5632.74872887961,3.109803407622518,6423.928416061705,node_7,Pending,7,81833,RollingUpdate,Auto,110.99055045954631
pod_980,prod,0.25609077138177894,0.707141358943828,1319.8522025229424,1911.2426373410724,0.2547212330283313,5361.315077045596,node_44,Pending,0,28128,Recreate,Manual,431.9351848847186
pod_981,dev,1.4815750048857377,3.199288644739879,3632.460218344053,2068.648613729689,1.6532347207460711,6290.794617432441,node_14,Unknown,3,86791,Recreate,Manual,812.1804682872149
pod_982,prod,1.9396109955004197,2.533031527858848,2381.929115515696,6760.550353488612,1.1816382496813111,3930.1621576745356,node_36,Pending,6,22294,RollingUpdate,Auto,723.7520118007895
pod_983,prod,1.1764419421619738,1.470235840005615,2106.8469142765234,1017.6324995397352,0.11736151337625333,6934.62668246786,node_5,Succeeded,2,49684,RollingUpdate,Auto,11.101836234642782
pod_984,prod,1.1798915484689647,3.02931925045633,622.9304766248976,4291.628231725697,0.7406659190486109,5469.486229165953,node_40,Unknown,6,95922,Recreate,Auto,491.915194633473
pod_985,prod,0.1943123060920065,3.7650595444347856,3372.091390607534,1647.3063228479773,0.08671247327696285,7281.909119831496,node_44,Succeeded,2,37879,Recreate,Manual,856.2462184685522
pod_986,default,1.3519087673630856,1.7436364575208756,1324.9584476550967,1604.387205467255,3.122724168581819,815.3011045589255,node_34,Failed,3,57776,Recreate,Manual,19.531143609935462
pod_987,prod,1.0880201692603353,3.8896108405831953,1857.6071076982716,4686.216661665309,3.624260909894763,4735.521281354184,node_40,Unknown,0,19159,RollingUpdate,Manual,445.9901596329096
pod_988,kube-system,1.9422052294321577,2.2805483311574424,189.45086588052612,6224.438027310632,1.4293525149241217,4638.315194496694,node_26,Unknown,4,79309,RollingUpdate,Auto,483.7125306367397
pod_989,prod,1.733965048882153,2.8619460191610075,2392.092145734465,7952.621835457109,3.2525625220714947,788.2915696889822,node_20,Succeeded,2,60876,RollingUpdate,Manual,819.3203693888172
pod_990,prod,0.5055217463781213,0.5681107748822992,3772.6110126388317,4087.771016722582,3.0055560116134914,2875.3835913835064,node_23,Running,9,66597,RollingUpdate,Manual,203.68444446502144
pod_991,dev,1.0982618427489712,3.8729450431181514,2390.41312755944,829.2954528403353,0.7117250853810808,4891.149700032645,node_17,Pending,3,22497,Recreate,Auto,792.4660979567082
pod_992,dev,1.9952732275285388,3.9417962205176913,3404.1373730201944,5140.728529497725,3.783147669732695,6729.117719404121,node_5,Succeeded,2,54653,RollingUpdate,Auto,236.69314765631987
pod_993,prod,1.648357004771919,1.8385364147794327,1007.9920979523383,2081.3873958304816,2.0810721695359935,2116.917578911817,node_3,Failed,1,55781,RollingUpdate,Auto,187.41377713992546
pod_994,dev,1.7340575727557213,1.132294897615847,2924.680142907927,1310.4626194614116,2.4025612444056095,2898.1150036470453,node_23,Failed,5,77659,Recreate,Auto,863.0910165917303
pod_995,dev,0.6999433964400859,0.6010904628768552,1161.8277737031474,1886.9000150969994,0.48234536170758213,7936.688748153724,node_28,Succeeded,6,79344,RollingUpdate,Auto,735.2952246719177
pod_996,prod,1.2392854308589938,1.8890225976131332,3985.205390794051,3129.043746742908,1.6274179820984274,8033.862889967476,node_9,Pending,3,77630,Recreate,Auto,521.9338887873475
pod_997,dev,1.1342556744481,3.7451170226093136,2293.2306052133304,6698.920413565112,2.332890123590609,7754.332579720367,node_13,Running,5,79640,Recreate,Auto,120.94328033757995
pod_998,dev,0.909558331520282,2.7774278276156283,2792.0273429118283,1342.2955426641008,3.234973539599891,982.8391930779198,node_19,Running,8,64467,Recreate,Auto,876.833609660155
pod_999,kube-system,1.2450662036606353,3.3538312369079284,302.7225834580948,4672.843485446667,1.369761858511609,6086.610324423572,node_9,Running,6,91516,RollingUpdate,Manual,856.8908503457693
pod_1000,default,1.4475191298635661,2.4981545490641324,1768.2319915496837,7071.834563873152,3.803581730333713,3818.4499658402137,node_16,Unknown,9,1617,Recreate,Manual,563.8511651862499
pod_1001,dev,1.2045129294949724,2.178407856482469,918.6132938302692,5171.967430113798,3.2609790845643962,4893.414471151467,node_18,Succeeded,4,38818,Recreate,Manual,124.05130107023865
pod_1002,default,0.7797024733712747,2.290423977670123,4016.9331432509225,743.6306416141838,3.113389919532583,4403.048674270649,node_22,Pending,8,60247,RollingUpdate,Auto,80.95355360306922
pod_1003,prod,0.39087291545331393,0.5228902674191821,3059.01822159289,5381.4073687291175,2.1635764213458586,4464.041425700676,node_42,Failed,2,10295,Recreate,Manual,933.3262206428443
pod_1004,kube-system,0.5580570001428932,1.3858365509840278,3915.322731156493,6853.529837803167,2.469164435030362,7984.683869141634,node_0,Failed,1,50020,Recreate,Auto,197.67595082300872
pod_1005,kube-system,1.2401324603619095,2.998214160289064,3598.7552036540364,3764.5381156573458,2.3425406530765853,3272.499606864286,node_45,Running,7,97585,Recreate,Auto,121.38479951277958
pod_1006,dev,1.8922398685349315,2.5659580869257916,403.2894842963032,2159.248953656409,0.6178038651758198,3650.3494723140493,node_44,Unknown,7,79063,RollingUpdate,Manual,766.1601591518834
pod_1007,kube-system,0.7097774653687501,0.6214035244544085,2352.4413498693466,945.226425423124,1.7464529422244621,3004.565323925978,node_29,Succeeded,4,18403,Recreate,Auto,824.6516612993952
pod_1008,kube-system,1.2176765971309373,3.283184564910983,2535.6084490850735,1544.8206800023165,1.1036703816680125,3736.1146577414584,node_19,Pending,4,60574,RollingUpdate,Manual,472.5720491572866
pod_1009,kube-system,1.4165848093168558,3.964455658156742,1781.1819964574443,4247.391448398763,1.5636534722290585,5996.516089446692,node_11,Unknown,5,77485,RollingUpdate,Auto,202.67748255640672
pod_1010,dev,0.4986631377016332,3.3466900046358807,1240.0561312270231,2689.4461771004285,0.41410862048202945,6926.352995215532,node_14,Failed,3,15639,Recreate,Auto,92.41455052750436
pod_1011,dev,1.9875203868234879,3.561079036997573,2410.0873663585608,687.5212350266611,3.234595512059976,517.441244858308,node_10,Pending,5,53080,RollingUpdate,Auto,367.7568142925359
pod_1012,dev,0.7976348231298083,2.669178456176122,2333.1905594597606,2722.997901667218,3.480183809939707,7603.780488618513,node_46,Failed,5,77005,RollingUpdate,Auto,998.0479076606879
pod_1013,dev,0.2451420510041721,3.8882299556468585,1805.576942844276,8088.992147757056,2.3510044545909055,112.18246717389684,node_2,Succeeded,8,22230,RollingUpdate,Manual,757.2424344466034
pod_1014,kube-system,0.1679097751729831,3.446379494811227,1800.9895016633943,1728.426610246739,3.154761731857736,7225.4414668191575,node_34,Succeeded,3,53763,RollingUpdate,Auto,730.5227975687577
pod_1015,prod,0.23789510190494867,3.902787193236181,186.49786649612253,8167.960876161954,1.6501138578869239,5832.8459576869645,node_47,Unknown,5,49810,RollingUpdate,Auto,109.63131317907393
pod_1016,default,1.2266704847351346,0.8926253868815475,1594.7932775329343,2980.4621525682433,2.5910576250079522,3629.2092108550714,node_9,Running,4,20332,Recreate,Auto,415.12137560949867
pod_1017,prod,0.18423011288930896,0.9389528798114596,2198.0892335182366,7615.095211126814,3.5476432650078467,1986.1707883699974,node_19,Pending,9,49688,Recreate,Auto,725.0612881431965
pod_1018,kube-system,1.7743809151919316,2.50248326081988,926.1843055128402,5181.45395900677,3.3555990689642576,3723.510093687022,node_33,Failed,8,36482,RollingUpdate,Auto,697.9350585353213
pod_1019,dev,1.5070246599620967,1.5668817780898974,3150.9921425992834,6671.734544446259,0.16400784481648767,6753.06437768364,node_17,Pending,8,30584,Recreate,Auto,657.7261311153742
pod_1020,kube-system,1.6067236903315663,3.300463202230221,2265.8125822383727,7747.463462086585,1.096154861056334,5798.185868238941,node_33,Succeeded,4,78320,RollingUpdate,Auto,357.9202397041791
pod_1021,default,0.7912986250389231,2.1495918088839145,1060.9598005048865,2584.836303139959,3.5912136201429172,3529.852173389261,node_2,Unknown,7,13601,Recreate,Manual,770.0883800357686
pod_1022,default,1.3396466267886327,2.843456814754966,411.4177390941228,5773.630061414879,1.8683986645045354,3564.0630537843936,node_11,Pending,2,21136,Recreate,Auto,984.0158880417753
pod_1023,dev,1.5510987259808235,2.9350288452519746,3560.0490527733477,2880.7769379510196,0.7417430940222531,2624.7789564791165,node_19,Running,6,86870,Recreate,Manual,369.2726984244072
pod_1024,kube-system,0.7018408333078188,2.9386107676611615,838.9323142584919,5455.944585667877,1.8285818622577623,2498.1371879844064,node_6,Running,2,38322,Recreate,Auto,691.9502975869233
pod_1025,default,0.1764035729877073,0.9801565702555832,1708.6445508908328,3614.459578868742,3.1665077989481736,7459.489041878034,node_0,Pending,4,17132,RollingUpdate,Manual,410.7295407722512
pod_1026,default,1.7584995501108158,2.5345556899604995,2086.759971196982,2088.9448008769414,1.5214121287728726,6532.539612215907,node_24,Unknown,1,88716,Recreate,Auto,612.8868355589194
pod_1027,prod,0.9819582214616701,3.930652608589074,1297.2682660107773,4881.5331093110935,3.7717448940159994,5964.125945966076,node_15,Failed,3,73762,RollingUpdate,Manual,384.02500954339456
pod_1028,prod,0.9742464694793525,1.953945997665293,356.23819889813194,4644.734605481445,2.026286872021001,1050.8606644896354,node_14,Unknown,7,68164,RollingUpdate,Auto,440.27492814538795
pod_1029,kube-system,1.8085288130834896,1.4283018008458745,221.69728365513583,807.5937735336566,2.480067007483161,4624.781562768243,node_48,Unknown,0,36516,RollingUpdate,Manual,514.6382265641234
pod_1030,prod,1.1382246582459115,1.2622369370214475,1212.3418961892712,286.59727210578797,2.383720886733891,2735.5737928376284,node_9,Pending,4,76009,RollingUpdate,Auto,795.0933576622308
pod_1031,dev,0.9032749324242093,1.027090212521304,1012.8943976752911,535.183677834,2.0423710754069098,4459.858892109651,node_25,Running,4,74185,Recreate,Manual,161.8504461441318
pod_1032,dev,1.4693425651099945,2.3265954129913844,2171.118514523276,2480.2104997335396,3.0111675422539155,2356.2998012819307,node_14,Failed,3,6046,RollingUpdate,Manual,722.1228946404
pod_1033,dev,1.2948483439934366,1.2376027977031956,1227.5819970374214,7999.494248153107,3.7926108433428243,4139.466741930863,node_37,Failed,6,96928,Recreate,Auto,884.0099699995358
pod_1034,prod,0.806676332545147,3.8900778608546602,572.9601346746449,7521.8952789555915,1.3072250428331338,1317.164682324391,node_42,Succeeded,7,1460,Recreate,Manual,395.4622462816777
pod_1035,prod,1.5873411896522096,3.5563920120112273,3370.9031284664743,7292.796196269602,0.48781781286209736,967.0582767939131,node_4,Unknown,4,61238,Recreate,Manual,190.63441819959448
pod_1036,dev,0.8400220931340785,1.2838671569899636,3524.8684346815016,8092.669823215201,3.741710134905659,5534.91700154345,node_25,Failed,0,47912,RollingUpdate,Auto,461.55654997408504
pod_1037,dev,1.5102971463120747,2.0508988186695953,1157.6238891107632,4284.003060901703,2.801029153847545,3509.9733851369156,node_14,Succeeded,8,21285,RollingUpdate,Auto,632.2784897808725
pod_1038,kube-system,1.7405020099327702,3.369256536882491,2681.30170951861,4970.468821666608,1.9813240695261727,6667.910598315548,node_14,Unknown,2,36382,RollingUpdate,Auto,675.3725651683063
pod_1039,default,1.5355012846703644,3.9255313802056375,3843.653561647462,841.6970824013047,1.0759856143855826,3564.8659829007274,node_48,Failed,3,21099,RollingUpdate,Manual,595.849646317037
pod_1040,prod,1.1998802625045566,1.3604913813723878,1436.5378534363592,2438.40866960954,2.88319292399422,6957.6206401230265,node_20,Failed,6,57272,Recreate,Auto,316.13924002162497
pod_1041,default,0.8344096449755609,2.462974499161012,3593.2954888953623,4399.4566971151835,1.279346699745803,6876.669521473292,node_14,Pending,9,71732,Recreate,Auto,823.9665709591688
pod_1042,prod,1.0323375884374388,1.6647112066727778,1020.1162209766143,2661.5414374683887,2.8708835115674987,5752.215171072098,node_12,Running,8,35158,Recreate,Auto,251.3627186037002
pod_1043,kube-system,1.5497804674444633,0.6535655220164407,3600.9947997139816,5346.518811578513,0.5920910980471636,2041.988329356759,node_19,Unknown,3,24090,RollingUpdate,Manual,943.4101347219996
pod_1044,default,0.5017318503837028,0.9696024076293221,1381.086503716831,536.7433639612026,3.4659640971604935,3553.7639124875495,node_29,Unknown,4,52810,RollingUpdate,Auto,853.2410610053655
pod_1045,dev,1.9659824560627681,3.892938690911053,3481.734284719436,5804.340541621504,1.8783729908342774,1549.0806823110615,node_15,Failed,4,28442,Recreate,Auto,217.93580679916047
pod_1046,dev,0.6949025167433435,2.3507316522647352,1013.9130713125586,3956.6032115557928,1.5014320402742594,4387.146905887552,node_42,Pending,7,81279,RollingUpdate,Manual,694.2210776929446
